,ADDRESS,BATHS,BEDS,CITY,DAYS ON MARKET,DESC,HOA/MONTH,LATITUDE,LOCATION,LONGITUDE,LOT SIZE,PRICE,PROPERTY TYPE,SALE TYPE,SQUARE FEET,SQUAREFT,STATE,STATUS,URL,YEAR BUILT,ZIP,FAVORITED
322,14423 Cascade Dr SE,2.5,3,Snohomish,3,"Wonderfully open floor plan with lots of light on a greenbelt lot. 3 bedrm, den/office (or 4th bdrm) & 2.5 bth. Updated kit w/ slab granite, center island & garden window. Dining rm with coffered ceiling & adjoining formal living rm. Family rm w/ gas fireplace & built-in shelves. Hardwd fls, skylights & ceiling fan. Master w/ large 5 piece bath. Presidential TL composition roof & high eff. furnace. Gorgeous greenbelt lot w/ multi-level ironwood deck & waterfall. Greats schools, community & parks.",32.0,47.86599010000001,The Falls,-122.1431633,11326.0,625000,Single Family Residential,MLS Listing,2513.0,249.0,WA,Active,http://www.redfin.com/WA/Snohomish/14423-Cascade-Dr-SE-98296/home/2821100,1990.0,98296,N
323,16636 159th Place SE,2.25,4,Renton,3,"Gorgeous, well maintained home tucked into the highly coveted Fairwood Greens neighborhood. Fantastic circular layout, perfect for entertaining, bright & beautiful kitchen w/ SS appliances, slab granite & undermount sink, formal & informal dining rooms, huge deck & fenced backyard. Inviting living room w/ tons of natural light & welcoming rec room w/ gas fireplace. Spacious bedrooms, walk in laundry room, newer roof, hot tub. Conveniently located & within the award winning Kent SD. Welcome Home!",25.0,47.4531359,Fairwood Greens,-122.1275824,7350.0,499999,Single Family Residential,MLS Listing,1980.0,253.0,WA,Active,http://www.redfin.com/WA/Renton/16636-159th-Pl-SE-98058/home/233148,1979.0,98058,N
324,8726 NE 139th St,1.75,3,Kirkland,3,"Adorable original owner home in desirable Finn Hill neighborhood. Features include Air conditioning, new windows & generator. Hardwood floors under carpet. Tile floors in kitchen & dining rm. Spacious living rm w/ gas fireplace & lots of windows for natural light. Updated hall bath & Bath off Master. Beautiful front & back yards with flowers, garden shed & a nice covered patio to enjoy hot summer days. Close to Thoreau Elementary & Finn Hill Middle School. Lake Washington Schools. Pre-inspected.",0.0,47.725829,Finn Hill,-122.2235618,8094.0,600000,Single Family Residential,MLS Listing,1400.0,429.0,WA,Active,http://www.redfin.com/WA/Kirkland/8726-NE-139th-St-98034/home/278251,1967.0,98034,N
325,13603 41st Ave SE,2.75,5,Mill Creek,3,"First of 3 homes. Gorgeous NEW home with high end finishes. Open concept plan flowing from large kitchen to dining room then to lavishing great room. Covered outdoor living w/ stoned gas fireplace & sitting area; access from dining & great room. High ceilings with large windows & 8’ doors. Main floor office/bedroom with ¾ bath. Beautiful master suite with bath. Huge bonus room. Striking steel railings. Tankless hot water. Glass garage door. 3 car tandem garage fitting for boat, RV, or workshop.",0.0,47.8737909,Mill Creek,-122.1773251,7971.0,849995,Single Family Residential,MLS Listing,2875.0,296.0,WA,Active,http://www.redfin.com/WA/Mill-Creek/13603-41st-Ave-SE-98012/home/145560999,2018.0,98012,N
326,215 86th Ave SE,2.5,3,Lake Stevens,3,"""New Construction"" feel when you enter this fully renovated home with new 30 year roof, paint, carpet, flooring, countertops, water heater and appliances. The flooring was installed with an added padding for noise reduction. Open floor plan on main level with bonus room/office and beautiful outdoor space with deck. Extra large garage with high ceilings and bonus storage space.",17.0,47.99383710000001,Lake Stevens,-122.1140836,4356.0,414950,Single Family Residential,MLS Listing,1742.0,238.0,WA,Active,http://www.redfin.com/WA/Lake-Stevens/215-86th-Ave-SE-98258/home/2851887,1997.0,98258,N
327,23335 NE 142nd Place,2.75,4,Woodinville,3,"Alluring gardens surround this sun soaked shy acre. Park like setting and coveted 2 story design blends the best of both worlds! Boasting a new look with new carpets, hardwoods & paint. Open & updated kitchen flows seamlessly to the fabulous south facing entertainment deck. A desirable main floor bdrm/den with 3/4 bath, super-sized bonus and lavishly spacious master with generous walk-in closet. Enjoy your own private park with lush landscaping, expansive lawns and enclosed RV/boat parking",27.0,47.7282474,Lake Of The Woods,-122.0242345,40204.0,1028000,Single Family Residential,MLS Listing,3290.0,312.0,WA,Active,http://www.redfin.com/WA/Woodinville/23335-NE-142nd-Pl-98077/home/273409,1998.0,98077,N
328,452 Boston St,1.75,3,Seattle,3,"Elegant 1923 Colonial perfectly blends modern amenities and period details including crisp white painted millwork, crown molding and oak hardwood floors. The living rooms wood burning fireplace with original batch elder tile is surrounded by built-in book cases with leaded glass. The kitchen and breakfast nook have white subway tile, marble, Wolf range and Dacor fridge. Enjoy seeing Mount Rainier from the master suite's deck. Media room, office and guest space in the finished basement.",0.0,47.6384247,Queen Anne,-122.34802659999998,3900.0,1595000,Single Family Residential,MLS Listing,2910.0,548.0,WA,Active,http://www.redfin.com/WA/Seattle/452-Boston-St-98109/home/132718,1923.0,98109,N
329,835 S 143rd Place S,1.5,3,Burien,3,"Cosmetic improvements and updates will make this property shine! Excellent Location with a magnificent level lawn on a low traffic private street. Enjoy desirable features including a master bedroom with fireplace, extra spacious family room with wood stove, large attached two car garage, and a basement with good ceiling height . .. part of which is currently used as a fourth bedroom. New furnace and hot water tank. All systems are functioning great. Absolutely Beautiful front yard and lawn.",0.0,47.4744445,Burien,-122.3217575,32150.0,349975,Single Family Residential,MLS Listing,2390.0,146.0,WA,Active,http://www.redfin.com/WA/Burien/835-S-143rd-Pl-98168/home/193711,1937.0,98168,N
330,327 329 NW 46th St,2.0,3,Seattle,3,"This mid-century duplex is perfectly planted on a quiet street in one of the nation's best rental markets and in its hottest neighborhood, Ballard. This is where the cool kids want to be, with a WalkScore of 85, great transit, street parking and close to downtown with hip shops and eateries. All the right updates with hardwood floors, double paned windows, great natural light and a patio for summer fun. Live in one and rent/Airbnb the other? The possibilities are endless. In-unit laundry.",0.0,47.6620192,Fremont,-122.3621325,3880.0,700000,Single Family Residential,MLS Listing,1490.0,470.0,WA,Active,http://www.redfin.com/WA/Seattle/329-NW-46th-St-98107/home/145559172,1960.0,98107,N
331,15825 NE 164th St,3.5,4,Woodinville,3,"Masterful construction, coveted Steven D Smith resale, in Wine Country. Stunning kitchen with a monolithic island, furniture grade cabinetry in rich cherry, creamy caramel, slab stone professional grade appliances. Handsome, paneled library & bonus/media room. Mstr, epic proportions, luxurious materials plus 2 walk-ins, a soaking tub & a romantic frplc. Alfresco experience in your outdoor covered kitchen with built in bbq, heat & TV connections, oyster shell, bocce ball court, a Swimspa & more!",125.0,47.745804,Hollywood Hill,-122.1270523,35017.0,2250000,Single Family Residential,MLS Listing,4890.0,460.0,WA,Active,http://www.redfin.com/WA/Woodinville/15825-NE-164th-St-98072/home/2075609,2005.0,98072,N
332,1441 20th Ave,3.0,3,Seattle,3,"Quiet Triplex on single family str, real nice spaces on Main & 2nd Flr connected by interior entry hall, can be Duplex or Single Home. Main 640 sqft 1-BR w/ elements of 1904 fine home: original 11x16 Dining, bay window & wood mantle (frplc not active), hdwd’s, 10x14 bdrm, kit by gentle hillside backyard. Top 780 sqft view 1-BR w/ east liv rm, wide windows, 11x12 BR, lg kit & rich floors. Lower 460 sqft 1-BR w/ pergo flrs always rents. Fun 20th & Union loc. (By Appt Only, do not enter yard please)",0.0,47.6141528,Central Area,-122.3065148,3630.0,799950,Single Family Residential,MLS Listing,1980.0,404.0,WA,Active,http://www.redfin.com/WA/Seattle/1441-20th-Ave-98122/home/145611,1904.0,98122,N
333,400 Boylston Ave E #211,1.0,1,Seattle,3,"This Old World Charm building has a way of capturing your heart. West facing outlooks through leaded glass windows towards a gorgeous leafy tree. Hardwood floors, Original crown molding, picture rail, and cabinetry is intact and so special. Detailed walkways & 1930's vintage built-ins. Perfect bedroom nook with (large) bath + walk in closet. Deeded off street Parking & additional storage included. Walkscore of 99(!), plus close access to light rail. Don't miss the secret garden courtyard.",406.0,47.6221441,Capitol Hill,-122.3228386,14836.0,368000,Condo/Co-op,MLS Listing,515.0,715.0,WA,Active,http://www.redfin.com/WA/Seattle/400-Boylston-Ave-E-98102/unit-211/home/61527,1931.0,98102,N
334,8610 45th Ave S,1.0,2,Seattle,3,"Best priced home in City! Seller to do no work, Sold As Is Condition. All Cash Only. Perfect for your next home project investment. 2 Bedrooms 1 full bath, and utility room on main floor. Deck off utility room (do not go out to deck-not safe to walk on). 2 car carport at back with alley access plus 1 off street parking at front. Partial fenced. Basement is only roughed-in for storage & enter from outside only. Lots of potential & close to Light Rail, convenient location.",0.0,47.5257436,Seattle,-122.2755161,3663.0,308000,Single Family Residential,MLS Listing,860.0,358.0,WA,Active,http://www.redfin.com/WA/Seattle/8610-45th-Ave-S-98118/home/175026,1909.0,98118,N
335,8879 SE 47th St,3.25,5,Mercer Island,3,"Spacious 2002 Craftsman w/ versatile living spaces. Gourmet entertaining, huge granite island & counters, high-end appliances. Vaulted great room w/ 2 sided fireplace shared with charming patio. Hardwood floors and walls of windows looking out onto lovely private setting. Master w/ fireplace, walk in closet and luxe bath. Two add'l bedrooms plus bonus on upper level. Main floor study. Rec room on the lower level with bed/bath and 5th bedroom or office. Walk to MI Library & schools. 3 car garage.",0.0,47.5616975,Allview Heights,-122.2206242,9525.0,1785000,Single Family Residential,MLS Listing,3867.0,462.0,WA,Active,http://www.redfin.com/WA/Mercer-Island/8879-SE-47th-St-98040/home/256561,2002.0,98040,N
336,14525 NE 45th St Unit F1,1.0,1,Bellevue,3,"Fantastic condo in convenient Bellevue location. Private ground floor unit w/ beautiful updates to both the kitchen & bathroom. Wonderful open floorplan for easy entertaining. Dining room adds bonus room for potential office space. New windows throughout and new glass slider to covered, private patio. In-unit laundry and 2 storage locations. Fireplace in the spacious living room. Access to Microsoft, Bus lines, 520 and shopping. No rental cap.",353.0,47.6503828,Microsoft,-122.1464571,425059.0,375000,Condo/Co-op,MLS Listing,803.0,467.0,WA,Active,http://www.redfin.com/WA/Bellevue/14525-NE-45th-St-98007/unit-F1/home/42182,1980.0,98007,N
337,23204 9th Place W,3.25,5,Bothell,3,"Immaculate home in one of the most sought after neighborhoods in Bothell! Surrounded by acres of private woodlands with parks & sports court. This Beautifully maintained home offers 5 bedrooms, 3.5 bathrooms, family room, dining room & bonus room. Living & Dining rooms offer high vaulted ceilings & stately wainscotting. Refinished hardwood flooring on main level. Lower level guest suite/MIL. Brand NEW roof, carpet, paint & master bathroom. New furnace '17 & H20 '16. Northshore Schools!",25.0,47.78774600000001,Kenmore,-122.2462315,6098.0,820000,Single Family Residential,MLS Listing,3457.0,237.0,WA,Active,http://www.redfin.com/WA/Bothell/23204-9th-Pl-W-98021/home/2862647,1999.0,98021,N
338,23208 50th Ave W,1.5,4,Mountlake Terrace,3,"Location is Paramount in this Mountlake Terrace Home! Close to MLT Rec. Pavilion, Lk. Washington & Gillman Tr. , Transit & Fwy, Shopping, Parks, Schools & Seattle!! With a fresh coat of paint and an Updated Kitchen, Lg. Living Rm. , Dining Rm. , 4 Bedrooms, 1.5 Ba. , this home is ready for you! Plenty of parking including your RV, Fenced Backyard, Covered Patio & Garden Shed! It also has Gas forced air heat and a Gas Tankless WH!! This is a must see!",0.0,47.78762639999999,Mountlake Terrace,-122.3009592,8276.0,430000,Single Family Residential,MLS Listing,1266.0,340.0,WA,Active,http://www.redfin.com/WA/Mountlake-Terrace/23208-50th-Ave-W-98043/home/2722859,1951.0,98043,N
339,2808 NW 57th St,2.0,4,Seattle,3,"Standing proudly above the street and absorbing all the light around it, this early 20th century farmhouse radiates Ballard charm and history. With a dancehall living room, formal dining room, spacious kitchen, four full-size bedrooms, two bonus rooms, a full unfinished lower level, and landscaped gardens, you’ll never want for space. Just outside the door you’ll find dozens of local restaurants and shops, the Ballard Locks, Golden Gardens beach, the Sunday Farmer’s market and great schools too!",0.0,47.67043820000001,Ballard,-122.3933939,4850.0,975206,Single Family Residential,MLS Listing,1990.0,490.0,WA,Active,http://www.redfin.com/WA/Seattle/2808-NW-57th-St-98107/home/162664,1900.0,98107,N
340,16025 NE 6th St,2.5,5,Bellevue,3,"Diamond in the Rough, same owner for 54 years, well built 2600 sq. ft 5 bedroom, (plus hobby room) 3 bath, split level. Ready for you. Situated on a secluded, landscaped, shy acre in desirable Lake Hills. Full deck off kitchen with retractable cover, covered patio off rec room, garden shed, fully fenced, many extras. Bellevue schools, close to Crossroads, A must to see",0.0,47.6147352,Lake Hills,-122.1256919,37846.0,1100000,Single Family Residential,MLS Listing,2590.0,425.0,WA,Active,http://www.redfin.com/WA/Bellevue/16025-NE-6th-St-98008/home/500239,1963.0,98008,N
341,7943 9th Ave SW Unit A,1.5,2,Seattle,3,Fall in love with this handsome end unit townhome nestled back off the street for quiet and privacy. You'll enjoy entertaining in the open kitchen and living room with a gas fireplace for those chilly nights. Super clean 2 bd 1.5 ba home (with partial DT Seattle view from 2nd bedroom) is located in award winning Highland Park with its fabulous parks. Minutes to all major freeways and Downtown Seattle. Sweet backyard area perfect for bbqs. No HOA dues - 1 year home warranty included.,0.0,47.530619,Highland Park,-122.347298,1362.0,379950,Townhouse,MLS Listing,952.0,399.0,WA,Active,http://www.redfin.com/WA/Seattle/7943-9th-Ave-SW-98106/unit-A/home/145560672,2007.0,98106,N
342,1313 52nd St NE,2.5,3,Auburn,3,"Rare opportunity to get a amazing value in this market! Priced well below last sold comps! And only due to some minor cosmetic updates needed! Original owner since construction. 3 bedrooms and 2 full baths upstairs, half bath down. Upstairs laundry for added convenience. All appliances you see stay! Low dues, neighborhood parks, nearby trails and convenient freeway access make the Trail Run neighborhood one you'll love to live in! Don't miss this rare opportunity! Call today!",195.0,47.3534946,Auburn,-122.2138782,341927.0,289950,Townhouse,MLS Listing,1539.0,188.0,WA,Active,http://www.redfin.com/WA/Auburn/1313-52nd-St-NE-98002/unit-1303/home/39904850,2008.0,98002,N
